Time,PV1,PV2,PV3
12.21111111,27.66,0.811,64.23
12.2125,27.29,0.793,63.63
12.21388889,26.92,0.812,63.03
12.21527778,26.63,0.814,62.43
12.21666667,26.39,0.803,62.43
12.21805556,26.27,0.788,62.43
12.21944444,26.37,0.814,62.43
12.22083333,26.52,0.795,63.03
12.22222222,26.79,0.813,63.03
12.22361111,26.71,0.81,62.43
12.225,26.46,0.8,61.83
12.22638889,26.05,0.805,61.23
12.22777778,25.78,0.796,61.23
12.22916667,25.67,0.816,61.23
12.23055556,25.73,0.798,61.29
12.23194444,25.86,0.786,61.59
12.23333333,26.08,0.804,61.83
12.23472222,26.31,0.81,62.55
12.23611111,26.66,0.783,63.03
12.2375,27.16,0.815,64.17
12.23888889,27.68,0.818,64.83
12.24027778,28.28,0.8,65.43
12.24166667,28.77,0.809,66.57
12.24305556,29.3,0.811,67.23
12.24444444,29.51,0.788,67.23
12.24583333,29.75,0.798,67.77
12.24722222,30.19,0.805,69.03
12.24861111,30.94,0.785,70.2
12.25,31.69,0.819,71.4
12.25138889,33.31,0.82,73.7
12.25277778,32.75,0.807,73.2
12.25416667,33.73,0.813,75
12.25555556,35.59,0.779,76.8
12.25694444,35.99,0.781,75
12.25833333,34.17,0.782,71.4
12.25972222,32.16,0.782,68.73
12.26111111,30.43,0.802,66.63
12.2625,28.99,0.82,64.83
12.26388889,28.31,0.807,63.93
12.26527778,27.73,0.813,63.03
12.26666667,27.23,0.822,62.67
12.26805556,26.9,0.813,61.83
12.26944444,26.63,0.798,61.83
12.27083333,26.47,0.793,61.23
12.27222222,26.2,0.788,60.87
12.27361111,26.14,0.817,60.63
12.275,26.07,0.817,60.63
12.27638889,26.1,0.815,61.05
12.27777778,26.15,0.817,61.35
12.27916667,26.24,0.803,61.23
12.28055556,26.5,0.8,61.83
12.28194444,26.74,0.817,62.19
12.28333333,27,0.817,62.61
12.28472222,27.41,0.817,63.63
12.28611111,27.9,0.814,64.23
12.2875,28.48,0.791,64.83
12.28888889,29.05,0.806,66.03
12.29027778,29.59,0.803,67.23
12.29166667,30.26,0.783,68.43
12.29305556,31.37,0.812,70.8
12.29444444,32.92,0.806,75.2
12.29583333,37.06,0.779,99.2
12.29722222,52.93,0.788,215.6
12.29861111,128,0.759,229.5
12.3,121.3,0.689,220.8
12.30138889,108.5,0.709,207.1
12.30277778,115.1,0.742,232.1
12.30416667,119.7,0.759,248.4
12.30555556,132.1,0.701,248.9
12.30694444,126.2,0.665,247.6
12.30833333,131.7,0.719,248.6
12.30972222,131.3,0.715,248.9
12.31111111,129.9,0.687,251
12.3125,131.4,0.72,251.5
12.31388889,131.8,0.712,252
12.31527778,126.1,0.69,162.8
12.31666667,80.5,0.77,215.1
12.31805556,102.4,0.679,130.7
12.31944444,86,0.746,115.5
12.32083333,49.13,0.785,106.4
12.32222222,60.13,0.809,131.1
12.32361111,53.43,0.792,111.2
12.325,51.86,0.78,97.5
12.32638889,55.11,0.776,113.3
12.32777778,80.4,0.808,248.6
12.32916667,130,0.699,247.7
12.33055556,128.7,0.711,234.1
12.33194444,119.7,0.723,238.8
12.33333333,121,0.743,240.9
12.33472222,126.1,0.683,135.7
12.33611111,61.39,0.777,205.6
12.3375,4.197,0,74.4
12.33888889,32.99,0.802,70.2
12.34027778,30.91,0.787,99.3
12.34166667,48.85,0.804,75.9
12.34305556,28.19,0.808,63.02
12.34444444,26.52,0.802,63.87
12.34583333,27.95,0.822,90
12.34722222,45.26,0.795,94.1
12.34861111,60.66,0.79,84.3
12.35,42.03,0.791,180.1
12.35138889,101,0.746,180.6
12.35277778,73.7,0,171.7
12.35416667,56.34,0.76,100.7
12.35555556,35.68,0.745,76.8
12.35694444,35.84,0.791,78.6
12.35833333,37.18,0.78,76
12.35972222,34.63,0.78,77.5
12.36111111,36.48,0.786,83.4
12.3625,41.86,0.782,173.3
12.36388889,110.5,0.729,184.4
12.36527778,101.9,0.755,226.2
12.36666667,111.6,0.737,162.9
12.36805556,106.8,0.745,245.3
12.36944444,129.1,0.696,251
12.37083333,129.1,0.747,255.6
12.37222222,131.8,0.727,256.5
12.37361111,131.8,0.729,256.9
12.375,129.8,0.749,258.7
12.37638889,131.8,0.734,98.5
12.37777778,43.51,0.791,85.9
12.37916667,40.18,0.811,84.3
12.38055556,39.19,0.769,83.2
12.38194444,38.5,0.805,81.6
12.38333333,37.89,0.791,81
12.38472222,37.16,0.773,79.8
12.38611111,36.7,0.812,79.2
12.3875,36.3,0.805,78.6
12.38888889,36.17,0.798,78.6
12.39027778,36.08,0.788,78.6
12.39166667,36.3,0.8,78.7
12.39305556,36.62,0.782,79.8
12.39444444,37.33,0.778,82.8
12.39583333,40.17,0.768,82.7
12.39722222,38.83,0.79,83.3
12.39861111,39.22,0.805,84.6
12.4,40.03,0.769,85.8
12.40138889,41.25,0.791,87.8
12.40277778,41.84,0.806,87.5
12.40416667,42.15,0.78,87.6
12.40555556,42.52,0.81,92.4
12.40694444,46.11,0.811,91.2
12.40833333,45.01,0.793,93
12.40972222,46.04,0.805,106.7
12.41111111,52.83,0.758,101.3
12.4125,50.9,0.778,87.3
12.41388889,40.86,0.783,79.8
12.41527778,36.92,0.805,75.8
12.41666667,34.67,0.797,73
12.41805556,32.83,0.775,70.2
12.41944444,31.24,0.812,67.23
12.42083333,29.4,0.782,64.23
12.42222222,27.94,0.795,62.12
12.42361111,26.55,0.789,60.38
12.425,25.33,0.81,59.36
12.42638889,24.42,0.806,58.22
12.42777778,23.62,0.806,56.96
12.42916667,22.97,0.797,55.82
12.43055556,22.53,0.812,55.82
12.43194444,22.31,0.8,55.22
12.43333333,22.13,0.805,55.22
12.43472222,22.18,0.811,55.22
12.43611111,22.4,0.802,55.82
12.4375,22.56,0.796,56.18
12.43888889,22.94,0.82,56.66
12.44027778,23.37,0.812,57.62
12.44166667,23.79,0.793,57.98
12.44305556,24.23,0.81,58.7
12.44444444,24.68,0.81,59
12.44583333,25.1,0.818,60.02
12.44722222,25.53,0.805,60.14
12.44861111,25.83,0.79,60.38
12.45,26.04,0.815,60.68
12.45138889,26.25,0.819,60.68
12.45277778,26.43,0.801,60.68
12.45416667,26.44,0.79,61.1
12.45555556,26.47,0.79,61.04
12.45694444,26.54,0.796,60.74
12.45833333,26.32,0.82,60.62
12.45972222,26.27,0.795,60.08
12.46111111,25.93,0.817,60.02
12.4625,25.68,0.808,59.78
12.46388889,25.43,0.817,59.18
12.46527778,25.06,0.801,58.76
12.46666667,24.72,0.795,58.22
12.46805556,24.32,0.815,57.62
12.46944444,23.83,0.791,56.48
12.47083333,23.33,0.8,55.82
12.47222222,22.74,0.813,55.22
12.47361111,22.2,0.804,54.02
12.475,21.6,0.792,53.36
12.47638889,21.07,0.817,52.22
12.47777778,20.47,0.799,51.62
12.47916667,19.95,0.809,51.02
12.48055556,19.51,0.815,50.06
12.48194444,19.07,0.822,49.82
12.48333333,18.7,0.796,48.74
12.48472222,18.37,0.787,48.62
12.48611111,18.07,0.804,48.02
12.4875,17.79,0.812,47.42
12.48888889,17.45,0.822,47.3
12.49027778,17.27,0.794,46.82
12.49166667,17.01,0.8,46.82
12.49305556,16.88,0.793,46.34
12.49444444,16.81,0.814,46.22
12.49583333,16.71,0.809,46.22
12.49722222,16.62,0.794,46.22
12.49861111,16.58,0.821,46.22
12.5,16.5,0.812,46.16
12.50138889,16.55,0.826,46.22
12.50277778,16.58,0.797,46.22
12.50416667,16.61,0.798,46.22
12.50555556,16.56,0.801,46.22
12.50694444,16.58,0.802,46.22
12.50833333,16.56,0.801,46.22
12.50972222,16.48,0.815,45.92
12.51111111,16.39,0.811,45.62
12.5125,16.3,0.81,45.62
12.51388889,16.22,0.803,45.62
12.51527778,16.13,0.803,45.62
12.51666667,16.02,0.809,45.62
12.51805556,15.97,0.806,45.2
12.51944444,15.95,0.827,45.2
12.52083333,15.94,0.827,45.62
12.52222222,16.01,0.796,45.62
12.52361111,16.15,0.811,45.62
12.525,16.31,0.81,46.16
12.52638889,16.55,0.821,46.22
12.52777778,16.89,0.808,46.82
12.52916667,17.24,0.802,48.02
12.53055556,17.67,0.817,48.62
12.53194444,18.2,0.797,49.22
12.53333333,18.77,0.816,50.42
12.53472222,19.47,0.817,51.5
12.53611111,20.26,0.799,52.82
12.5375,21.35,0.813,55.22
12.53888889,23.03,0.827,58.7
12.54027778,25.55,0.831,62.43
12.54166667,27.97,0.784,66.45
12.54305556,31.53,0.792,65.43
12.54444444,29.99,0.805,68.97
12.54583333,33.27,0.799,72.1
12.54722222,33.72,0.815,71.4
12.54861111,33.04,0.817,69.03
12.55,31.72,0.81,67.83
12.55138889,31.28,0.797,67.83
12.55277778,31.08,0.79,67.83
12.55416667,31.13,0.794,68.01
12.55555556,31.43,0.801,69.03
12.55694444,32,0.809,70.8
12.55833333,33.61,0.809,76
12.55972222,36.57,0.782,84.5
12.56111111,39.54,0.779,88.2
12.5625,49.86,0.805,84.3
12.56388889,43.64,0.785,83.4
12.56527778,40.38,0.808,79.8
12.56666667,38.34,0.796,77.6
12.56805556,37.24,0.787,76.8
12.56944444,36.38,0.816,76.2
12.57083333,36.21,0.797,76
12.57222222,36.3,0.811,76.6
12.57361111,36.62,0.821,77.5
12.575,37.39,0.779,78.9
12.57638889,38.51,0.801,81.3
12.57777778,40.21,0.819,90.3
12.57916667,53.36,0.795,150.1
12.58055556,62.84,0,83.4
12.58194444,40.82,0.791,82.1
12.58333333,40,0.784,82.8
12.58472222,40.66,0.796,84.6
12.58611111,42.29,0.818,88.8
12.5875,46.87,0.779,231
12.58888889,125.4,0.716,256.1
12.59027778,131.5,0.687,101.9
12.59166667,46.01,0.785,89.3
12.59305556,45.18,0.777,121.8
12.59444444,84.1,0.747,95.9
12.59583333,50.9,0.807,93
12.59722222,46.68,0.813,146.9
12.59861111,63.78,0.783,161.1
12.6,99.4,0.732,167.6
12.60138889,86.9,0.755,213.8
12.60277778,114.1,0.747,104.8
12.60416667,57.1,0.776,94.2
12.60555556,43.12,0.764,93.5
12.60694444,56.47,0.775,113.3
12.60833333,47.69,0.748,76.2
12.60972222,34.56,0.808,70.2
12.61111111,31.82,0.783,68.36
12.6125,30.62,0.805,67.22
12.61388889,30.3,0.797,67.82
12.61527778,30.98,0.815,70.2
12.61666667,32.97,0.799,77
12.61805556,38.84,0.811,103.7
12.61944444,54.88,0.808,125.6
12.62083333,78.1,0.77,170.2
12.62222222,79.8,0.782,121.5
12.62361111,64.29,0.795,222.7
12.625,116.1,0.67,195.2
12.62638889,119.9,0.709,171.3
12.62777778,83.9,0.725,135
12.62916667,75,0.749,174.2
12.63055556,4.656,0.956,66.32
12.63194444,28.06,0.803,61.88
12.63333333,25.97,0.795,59.36
12.63472222,24.73,0.796,58.22
12.63611111,23.99,0.805,57.62
12.6375,23.42,0.814,57.02
12.63888889,23.13,0.794,56.42
12.64027778,22.9,0.816,55.82
12.64166667,22.7,0.821,55.82
12.64305556,22.59,0.805,55.82
12.64444444,22.43,0.809,55.22
12.64583333,22.34,0.806,55.22
12.64722222,22.19,0.798,54.92
12.64861111,22.02,0.812,54.62
12.65,21.84,0.813,54.2
12.65138889,21.63,0.801,54.02
12.65277778,21.45,0.816,53.48
12.65416667,21.28,0.807,53.42
12.65555556,21.13,0.802,53.12
12.65694444,20.99,0.799,52.82
12.65833333,20.89,0.819,52.82
12.65972222,20.82,0.806,52.82
12.66111111,20.74,0.818,52.82
12.6625,20.69,0.811,52.82
12.66388889,20.59,0.812,52.82
12.66527778,20.59,0.819,52.82
12.66666667,20.64,0.789,52.82
12.66805556,20.76,0.798,52.82
12.66944444,20.84,0.823,52.82
12.67083333,21.06,0.804,53.42
12.67222222,21.34,0.809,53.48
12.67361111,21.51,0.808,54.02
12.675,21.73,0.818,54.62
12.67638889,22.02,0.805,55.1
12.67777778,22.28,0.795,55.4
12.67916667,22.64,0.814,55.82
12.68055556,22.95,0.811,56.42
12.68194444,23.24,0.813,56.84
12.68333333,23.51,0.803,57.26
12.68472222,23.8,0.801,57.62
12.68611111,24.07,0.789,58.22
12.6875,24.54,0.807,58.4
12.68888889,24.71,0.813,58.76
12.69027778,24.6,0.824,58.52
12.69166667,24.6,0.811,58.16
12.69305556,24.49,0.793,58.22
12.69444444,24.46,0.805,58.22
12.69583333,24.34,0.801,58.22
12.69722222,24.21,0.809,57.44
12.69861111,23.99,0.788,57.5
12.7,23.77,0.803,57.02
12.70138889,23.43,0.796,56.42
12.70277778,23.21,0.792,56.18
12.70416667,22.99,0.806,55.82
12.70555556,22.84,0.803,55.82
12.70694444,22.6,0.795,55.22
12.70833333,22.43,0.818,55.22
12.70972222,22.27,0.803,54.62
12.71111111,22.14,0.812,54.62
12.7125,22.02,0.802,54.62
12.71388889,21.94,0.794,54.62
12.71527778,21.82,0.818,54.56
12.71666667,21.84,0.811,54.26
12.71805556,21.72,0.812,54.38
12.71944444,21.73,0.82,54.02
12.72083333,21.65,0.807,54.02
12.72222222,21.6,0.809,54.02
12.72361111,21.63,0.819,54.02
12.725,21.49,0.81,54.02
12.72638889,21.49,0.806,54.02
12.72777778,21.45,0.801,54.02
12.72916667,21.53,0.811,54.02
12.73055556,21.47,0.807,54.02
12.73194444,21.56,0.812,54.02
12.73333333,21.64,0.801,54.44
12.73472222,21.76,0.799,54.62
12.73611111,21.88,0.791,54.62
12.7375,21.98,0.804,55.22
12.73888889,22.19,0.814,55.22
12.74027778,22.18,0.796,55.22
12.74166667,22.21,0.82,55.22
12.74305556,22.21,0.802,55.22
12.74444444,22.13,0.799,55.1
12.74583333,22.15,0.81,54.62
12.74722222,22.1,0.82,54.98
12.74861111,22.17,0.801,55.22
12.75,22.37,0.816,55.22
12.75138889,22.5,0.805,55.82
12.75277778,22.78,0.822,56.18
12.75416667,23.19,0.809,57.02
12.75555556,23.74,0.803,58.1
12.75694444,24.64,0.806,59.6
12.75833333,25.98,0.8,62.42
12.75972222,28.2,0.822,67.82
12.76111111,31.9,0.816,170.2
12.7625,91.6,0.795,163.8
12.76388889,84.2,0.779,238.3
12.76527778,127.9,0.738,83.8
12.76666667,43.52,0.793,165
12.76805556,95.5,0.739,223.2
12.76944444,123.9,0.709,107
12.77083333,45.99,0.798,86.1
12.77222222,42.78,0.809,106.3
12.77361111,54.93,0.763,188.5
12.775,93.2,0.738,171.1
12.77638889,103.5,0.721,145.3
12.77777778,80.2,0.749,236.6
12.77916667,127,0.664,227.7
12.78055556,111.4,0.709,178.1
12.78194444,110.1,0.77,245.5
12.78333333,129.2,0.674,242.8
12.78472222,127.2,0.667,200.1
12.78611111,93.3,0.758,121.8
12.7875,87.6,0.787,93.5
12.78888889,41.46,0.8,82.3
12.79027778,37.91,0.808,79.8
12.79166667,37.75,0.814,164.6
12.79305556,112.2,0.751,164.6
12.79444444,93.2,0.733,242.5
12.79583333,126.3,0.672,240.1
12.79722222,126.4,0.691,239.6
12.79861111,123.7,0.756,239.6
12.8,123.2,0.757,239.6
12.80138889,124,0.669,239.5
12.80277778,122.4,0.757,233.5
12.80416667,4.383,0,69.8
12.80555556,31.35,0.802,69.02
12.80694444,29.97,0.782,66.02
12.80833333,28.34,0.813,64.82
12.80972222,27.99,0.809,66.62
12.81111111,29.63,0.8,75.7
12.8125,44.07,0.786,203.8
12.81388889,109.7,0.726,151.1
12.81527778,100.4,0.756,237.7
12.81666667,122.9,0.754,235.9
12.81805556,121.8,0.746,240.1
12.81944444,125.2,0.695,192.7
12.82083333,104.7,0.699,124.7
12.82222222,5.008,0,78
12.82361111,29.79,0.775,63.62
12.825,26.02,0.795,59.48
12.82638889,24.11,0.81,58.22
12.82777778,23.4,0.791,57.62
12.82916667,23.18,0.804,57.62
12.83055556,23.08,0.8,57.02
12.83194444,22.72,0.788,56.42
12.83333333,22.38,0.806,56.06
12.83472222,22.22,0.815,55.58
12.83611111,22.22,0.803,55.82
12.8375,22.29,0.803,56.42
12.83888889,22.73,0.816,57.56
12.84027778,23.74,0.812,60.08
12.84166667,26.09,0.794,73.8
12.84305556,67.71,0.818,65.78
12.84444444,27.64,0.805,60.02
12.84583333,24.57,0.802,57.2
12.84722222,23.26,0.798,56.42
12.84861111,22.68,0.803,55.88
12.85,22.33,0.817,55.82
12.85138889,22.06,0.801,55.22
12.85277778,21.81,0.796,55.22
12.85416667,21.75,0.79,54.62
12.85555556,21.62,0.814,54.62
12.85694444,21.6,0.815,54.62
12.85833333,21.64,0.814,55.22
12.85972222,21.93,0.812,55.82
12.86111111,22.48,0.813,57.38
12.8625,23.72,0.798,59
12.86388889,25.08,0.796,61.22
12.86527778,26.36,0.812,63.68
12.86666667,32.23,0.796,61.82
12.86805556,26.73,0.807,65.42
12.86944444,28.44,0.812,60.8
12.87083333,25.57,0.801,58.4
12.87222222,23.88,0.808,56.72
12.87361111,22.98,0.814,55.82
12.875,22.05,0.822,53.42
12.87638889,20.54,0.8,51.02
12.87777778,19.22,0.815,49.82
12.87916667,18.32,0.789,48.62
12.88055556,17.6,0.815,47.12
12.88194444,16.89,0.809,46.21
12.88333333,16.32,0.801,45.55
12.88472222,15.78,0.802,44.41
12.88611111,15.29,0.806,43.81
12.8875,14.88,0.798,43.21
12.88888889,14.62,0.791,43.21
12.89027778,14.32,0.801,42.61
12.89166667,14.14,0.808,42.07
12.89305556,14.05,0.81,42.01
12.89444444,13.92,0.792,42.01
12.89583333,13.88,0.811,42.01
12.89722222,13.93,0.806,42.01
12.89861111,13.95,0.794,42.01
12.9,14.03,0.791,42.62
12.90138889,14.08,0.821,42.62
12.90277778,14.24,0.826,43.1
12.90416667,14.38,0.802,43.22
12.90555556,14.58,0.8,43.22
12.90694444,14.81,0.811,43.82
12.90833333,14.91,0.815,43.82
12.90972222,15.16,0.809,44.42
12.91111111,15.36,0.811,44.96
12.9125,15.62,0.811,45.02
12.91388889,15.82,0.814,45.62
12.91527778,15.99,0.806,45.62
12.91666667,16.16,0.824,45.62
12.91805556,16.34,0.81,46.22
12.91944444,16.48,0.795,46.22
12.92083333,16.64,0.81,46.82
12.92222222,16.76,0.815,46.82
12.92361111,16.98,0.809,46.82
12.925,17.05,0.804,47.42
12.92638889,17.22,0.81,47.54
12.92777778,17.39,0.819,48.02
12.92916667,17.66,0.824,48.02
12.93055556,17.77,0.802,48.62
12.93194444,18.07,0.825,49.16
12.93333333,18.3,0.796,49.58
12.93472222,18.58,0.804,49.82
12.93611111,18.81,0.802,50.3
12.9375,19.15,0.814,50.54
12.93888889,19.35,0.806,51.02
12.94027778,19.75,0.789,51.62
12.94166667,20.23,0.803,52.82
12.94305556,20.75,0.802,53.42
12.94444444,21.31,0.828,54.62
12.94583333,21.92,0.823,55.82
12.94722222,22.68,0.823,56.72
12.94861111,23.48,0.803,58.22
12.95,24.39,0.819,59.24
12.95138889,25.28,0.794,60.32
12.95277778,26.3,0.808,61.94
12.95416667,27.27,0.805,63.62
12.95555556,28.39,0.814,64.82
12.95694444,29.33,0.817,66.62
12.95833333,30.35,0.822,68.42
12.95972222,31.58,0.808,70.2
12.96111111,32.84,0.794,72.7
12.9625,34.59,0.817,76.8
12.96388889,37.2,0.819,84
12.96527778,51.07,0.82,117
12.96666667,79.9,0.768,238.3
12.96805556,130.5,0.674,250.6
12.96944444,133,0.688,250.3
12.97083333,130.9,0.671,250.9
12.97222222,133.8,0.718,250.4
12.97361111,131.8,0.69,249.7
12.975,132.5,0.711,249.3
12.97638889,130.6,0.687,248.6
12.97777778,131.1,0.7,248.5
12.97916667,129.1,0.682,247.8
12.98055556,130,0.697,247.9
12.98194444,128.4,0.741,247.2
12.98333333,129.3,0.697,214.2
12.98472222,124.4,0.744,236.5
12.98611111,125.9,0.675,245.6
12.9875,126.1,0.677,244.9
12.98888889,126.4,0.689,244.3
12.99027778,126.1,0.689,244.5
12.99166667,126.1,0.69,246.6
12.99305556,124.3,0.752,88.8
12.99444444,39.31,0.759,121.5
12.99583333,69.28,0.778,166.5
12.99722222,86.8,0.706,240.8
12.99861111,5.599,0,82.2
13,36.43,0.784,75
13.00138889,33.14,0.802,72
13.00277778,31.73,0.776,71.4
13.00416667,31.3,0.813,70.8
13.00555556,31.35,0.807,71.4
13.00694444,31.64,0.804,72
13.00833333,32.44,0.778,75.7
13.00972222,35.32,0.815,187.5
13.01111111,102.6,0.689,124.1
13.0125,50.17,0.748,87.2
13.01388889,41.95,0.802,90
13.01527778,44.12,0.774,92.4
13.01666667,47.76,0.788,174.7
13.01805556,93.3,0.777,220.8
13.01944444,125.4,0.703,249.9
13.02083333,126.6,0.701,207.6
13.02222222,119.6,0.723,239.5
13.02361111,120.9,0.669,82.5
13.025,38.48,0.789,76.2
13.02638889,33.85,0.778,74.4
13.02777778,32.81,0.789,71.7
13.02916667,31.09,0.801,68.43
13.03055556,29.02,0.805,65.42
13.03194444,27.69,0.797,64.22
13.03333333,26.78,0.782,62.6
13.03472222,26.06,0.816,61.82
13.03611111,25.42,0.819,60.62
13.0375,24.85,0.8,59.48
13.03888889,24.15,0.789,58.82
13.04027778,23.52,0.789,57.62
13.04166667,22.89,0.79,56.42
13.04305556,22.25,0.81,55.82
13.04444444,21.66,0.805,55.04
13.04583333,21.22,0.797,54.02
13.04722222,20.76,0.798,53.42
13.04861111,20.34,0.805,52.82
13.05,19.84,0.808,51.62
13.05138889,19.39,0.817,51.02
13.05277778,19.16,0.823,51.02
13.05416667,18.92,0.795,50.42
13.05555556,18.73,0.813,50.42
13.05694444,18.63,0.813,50.24
13.05833333,18.55,0.806,49.82
13.05972222,18.63,0.81,50.42
13.06111111,18.8,0.813,50.6
13.0625,19.41,0.812,51.02
13.06388889,19.16,0.803,51.02
13.06527778,19.06,0.798,50.48
13.06666667,19.05,0.813,50.42
13.06805556,19.07,0.806,50.48
13.06944444,19.09,0.819,51.02
13.07083333,19.3,0.806,51.02
13.07222222,19.38,0.819,51.2
13.07361111,19.7,0.819,51.68
13.075,20.18,0.804,52.82
13.07638889,20.73,0.796,54.02
13.07777778,21.44,0.819,55.22
13.07916667,22.02,0.8,55.76
13.08055556,22.32,0.8,55.82
13.08194444,22.84,0.802,58.4
13.08333333,24.98,0.792,68.66
13.08472222,48.27,0.835,161.8
13.08611111,75.7,0.716,119.9
13.0875,46.94,0.781,75.5
13.08888889,38.08,0.794,69.02
13.09027778,30.24,0.775,66.62
13.09166667,29.44,0.788,66.62
13.09305556,29.63,0.796,67.22
13.09444444,30.01,0.791,67.7
13.09583333,30.23,0.796,67.82
13.09722222,30.33,0.797,67.82
13.09861111,30.39,0.799,67.88
13.1,30.55,0.812,68.42
13.10138889,30.67,0.811,68.42
13.10277778,30.76,0.808,68.42
13.10416667,30.65,0.815,68.24
13.10555556,30.59,0.804,67.82
13.10694444,30.49,0.797,67.28
13.10833333,30.21,0.787,67.22
13.10972222,29.89,0.821,66.62
13.11111111,29.73,0.787,66.62
13.1125,29.59,0.792,66.02
13.11388889,29.34,0.814,66.02
13.11527778,29.32,0.794,66.02
13.11666667,29.33,0.81,65.84
13.11805556,29.32,0.8,65.42
13.11944444,29.27,0.813,65.72
13.12083333,29.24,0.821,66.02
13.12222222,29.52,0.804,66.32
13.12361111,29.68,0.784,67.22
13.125,30.18,0.787,67.82
13.12638889,30.64,0.808,68.78
13.12777778,31.21,0.819,69.62
13.12916667,31.96,0.792,70.8
13.13055556,32.81,0.809,72.2
13.13194444,33.57,0.775,73.8
13.13333333,34.64,0.787,75.6
13.13472222,35.83,0.771,78.5
13.13611111,38.09,0.812,82.2
13.1375,39.78,0.811,92.1
13.13888889,49.49,0.775,236.6
13.14027778,129.8,0.681,249.7
13.14166667,132.5,0.699,249.8
13.14305556,131.1,0.685,248.3
13.14444444,131.5,0.697,249.2
13.14583333,131.9,0.715,241.4
13.14722222,126.7,0.667,245.2
13.14861111,129.8,0.71,248.7
13.15,129.6,0.687,249.8
13.15138889,130.8,0.718,252.8
13.15277778,131.2,0.734,225.4
13.15416667,98.7,0.735,144.5
13.15555556,64.61,0.727,99.4
13.15694444,49.45,0.756,91.5
13.15833333,44.53,0.802,102.6
13.15972222,70.4,0.793,219.7
13.16111111,122,0.751,131.4
13.1625,71.7,0.76,132.8
13.16388889,77.3,0.731,122.2
13.16527778,67.76,0.76,214.9
13.16666667,122.4,0.737,237.3
13.16805556,122.5,0.659,239.7
13.16944444,124,0.676,238.8
13.17083333,122.6,0.733,237.3
13.17222222,120.3,0.753,236.3
13.17361111,120.8,0.744,236.1
13.175,121,0.683,235.3
13.17638889,119.1,0.748,234.7
13.17777778,118.7,0.747,233.5
13.17916667,118.4,0.743,233.1
13.18055556,117.8,0.743,232.5
13.18194444,118.7,0.684,232.9
13.18333333,117.6,0.744,232.9
13.18472222,117.3,0.745,233
13.18611111,117.6,0.743,234.4
13.1875,115,0.727,232.4
13.18888889,117.7,0.743,192.5
13.19027778,109.1,0.758,231.7
13.19166667,115.5,0.736,230.5
13.19305556,115.4,0.669,229.9
13.19444444,115.2,0.737,228.7
13.19583333,114.6,0.731,228
13.19722222,114.3,0.738,227.5
13.19861111,114.2,0.726,226.6
13.2,113.7,0.725,226.3
13.20138889,113.7,0.723,226.3
13.20277778,113.7,0.725,224.9
13.20416667,90.1,0.743,66.33
13.20555556,40.25,0.8,220.2
13.20694444,114.9,0.75,214.2
13.20833333,100.3,0.732,168.8
13.20972222,96,0.728,63.92
13.21111111,24.44,0.766,57.02
13.2125,21.41,0.795,54.02
13.21388889,19.92,0.809,52.82
13.21527778,19.43,0.807,52.22
13.21666667,19.23,0.812,51.62
13.21805556,19.13,0.812,51.32
13.21944444,18.82,0.796,51.02
13.22083333,18.61,0.814,51.02
13.22222222,18.54,0.811,51.02
13.22361111,18.57,0.796,51.02
13.225,18.73,0.792,51.02
13.22638889,18.88,0.793,51.62
13.22777778,19.13,0.787,51.68
13.22916667,19.41,0.812,52.7
13.23055556,19.78,0.813,52.82
13.23194444,20.19,0.806,53.42
13.23333333,20.64,0.794,54.02
13.23472222,20.97,0.79,55.22
13.23611111,21.53,0.8,55.82
13.2375,22,0.801,56.48
13.23888889,22.58,0.795,58.22
13.24027778,23.45,0.815,59.48
13.24166667,24.55,0.796,60.62
13.24305556,25.58,0.798,61.83
13.24444444,26.08,0.794,61.64
13.24583333,25.65,0.803,60.56
13.24722222,24.76,0.811,59.36
13.24861111,24,0.812,58.82
13.25,23.65,0.785,58.22
13.25138889,23.41,0.807,58.22
13.25277778,23.27,0.802,57.38
13.25416667,23.01,0.794,57.02
13.25555556,22.76,0.796,57.02
13.25694444,22.6,0.803,56.42
13.25833333,22.4,0.811,55.82
13.25972222,22.15,0.795,55.82
13.26111111,21.88,0.812,55.58
13.2625,21.7,0.804,55.22
13.26388889,21.52,0.792,54.92
13.26527778,21.33,0.82,54.62
13.26666667,21.26,0.791,54.62
13.26805556,21.2,0.795,54.62
13.26944444,21.14,0.811,54.62
13.27083333,21.21,0.813,54.62
13.27222222,21.29,0.807,54.62
13.27361111,21.37,0.816,54.62
13.275,21.48,0.808,54.62
13.27638889,21.44,0.791,54.74
13.27777778,21.51,0.813,54.62
13.27916667,21.58,0.797,54.68
13.28055556,21.55,0.809,54.62
13.28194444,21.56,0.8,54.62
13.28333333,21.61,0.811,54.68
13.28472222,21.63,0.811,55.22
13.28611111,21.71,0.788,55.22
13.2875,21.88,0.819,55.64
13.28888889,22.16,0.799,55.82
13.29027778,22.44,0.811,56.42
13.29166667,22.65,0.817,57.02
13.29305556,23.08,0.788,57.44
13.29444444,23.44,0.8,57.98
13.29583333,23.89,0.804,58.82
13.29722222,24.28,0.814,59.12
13.29861111,24.85,0.815,60.08
13.3,25.7,0.812,61.82
13.30138889,26.82,0.816,64.22
13.30277778,28.59,0.802,67.35
13.30416667,30.76,0.799,71.4
13.30555556,34.75,0.782,77.7
13.30694444,36.54,0.795,132.8
